id,input_tokens,output
3177,C_11 C_17 C_29,1-5-1
3178,C_11 C_18 C_19,1-7-1
3179,C_11 C_18 C_20,1-7-4
3180,C_11 C_18 C_21,1-8-0
3181,C_11 C_18 C_22,1-7-2
3182,C_11 C_18 C_23,0-8-0
3183,C_11 C_18 C_24,0-7-0
3184,C_11 C_18 C_25,1-7-2
3185,C_11 C_18 C_26,0-7-0
3186,C_11 C_18 C_27,0-7-2
3187,C_11 C_18 C_28,0-7-0
3188,C_11 C_18 C_29,0-7-0
3189,C_11 C_19 C_20,0-5-4
3190,C_11 C_19 C_21,0-8-0
3191,C_11 C_19 C_22,0-7-2
3192,C_11 C_19 C_23,1-8-0
3193,C_11 C_19 C_24,1-5-0
3194,C_11 C_19 C_25,0-5-2
3195,C_11 C_19 C_26,1-5-0
3196,C_11 C_19 C_27,1-5-2
3197,C_11 C_19 C_28,1-7-0
3198,C_11 C_19 C_29,1-5-0
3199,C_11 C_20 C_21,0-8-3
3200,C_11 C_20 C_22,0-7-0
3201,C_11 C_20 C_23,1-8-3
3202,C_11 C_20 C_24,1-5-3
3203,C_11 C_20 C_25,0-5-0
3204,C_11 C_20 C_26,1-5-3
3205,C_11 C_20 C_27,1-5-0
3206,C_11 C_20 C_28,1-7-3
3207,C_11 C_20 C_29,1-5-3
3208,C_11 C_21 C_22,0-8-1
3209,C_11 C_21 C_23,1-8-4
3210,C_11 C_21 C_24,1-8-4
3211,C_11 C_21 C_25,0-8-1
3212,C_11 C_21 C_26,1-8-4
3213,C_11 C_21 C_27,1-8-1
3214,C_11 C_21 C_28,1-8-4
3215,C_11 C_21 C_29,1-8-4
3216,C_11 C_22 C_23,1-8-1
3217,C_11 C_22 C_24,1-7-1
3218,C_11 C_22 C_25,0-7-3
3219,C_11 C_22 C_26,1-7-1
3220,C_11 C_22 C_27,1-7-3
3221,C_11 C_22 C_28,1-7-1
3222,C_11 C_22 C_29,1-7-1
3223,C_11 C_23 C_24,0-8-4
3224,C_11 C_23 C_25,1-8-1
3225,C_11 C_23 C_26,0-8-4
3226,C_11 C_23 C_27,0-8-1
3227,C_11 C_23 C_28,0-8-4
3228,C_11 C_23 C_29,0-8-4
3229,C_11 C_24 C_25,1-5-1
3230,C_11 C_24 C_26,0-5-4
3231,C_11 C_24 C_27,0-5-1
3232,C_11 C_24 C_28,0-7-4
3233,C_11 C_24 C_29,0-5-4
3234,C_11 C_25 C_26,1-5-1
3235,C_11 C_25 C_27,1-5-3
3236,C_11 C_25 C_28,1-7-1
3237,C_11 C_25 C_29,1-5-1
3238,C_11 C_26 C_27,0-5-1
3239,C_11 C_26 C_28,0-7-4
3240,C_11 C_26 C_29,0-5-4
3241,C_11 C_27 C_28,0-7-1
3242,C_11 C_27 C_29,0-5-1
3243,C_11 C_28 C_29,0-7-4
3244,C_12 C_13 C_14,0-9-0
3245,C_12 C_13 C_15,1-6-3
3246,C_12 C_13 C_16,1-6-3
3247,C_12 C_13 C_17,1-6-1
3248,C_12 C_13 C_18,0-7-0
3249,C_12 C_13 C_19,1-6-0
3250,C_12 C_13 C_20,1-6-3
3251,C_12 C_13 C_21,1-8-4
3252,C_12 C_13 C_22,1-7-1
3253,C_12 C_13 C_23,0-8-4
3254,C_12 C_13 C_24,0-6-4
3255,C_12 C_13 C_25,1-6-1
3256,C_12 C_13 C_26,0-6-4
3257,C_12 C_13 C_27,0-6-1
3258,C_12 C_13 C_28,0-7-4
3259,C_12 C_13 C_29,0-6-4
3260,C_12 C_14 C_15,0-9-0
3261,C_12 C_14 C_16,0-9-0
3262,C_12 C_14 C_17,0-9-3
3263,C_12 C_14 C_18,1-9-2
3264,C_12 C_14 C_19,0-9-2
3265,C_12 C_14 C_20,0-9-0
3266,C_12 C_14 C_21,0-9-1
3267,C_12 C_14 C_22,0-9-3
3268,C_12 C_14 C_23,1-9-1
3269,C_12 C_14 C_24,1-9-1
3270,C_12 C_14 C_25,0-9-3
3271,C_12 C_14 C_26,1-9-1
3272,C_12 C_14 C_27,1-9-3
3273,C_12 C_14 C_28,1-9-1
3274,C_12 C_14 C_29,1-9-1
3275,C_12 C_15 C_16,1-4-3
3276,C_12 C_15 C_17,1-1-1
3277,C_12 C_15 C_18,0-7-0
3278,C_12 C_15 C_19,1-5-0
3279,C_12 C_15 C_20,1-4-3
3280,C_12 C_15 C_21,1-8-4
3281,C_12 C_15 C_22,1-7-1
3282,C_12 C_15 C_23,0-8-4
3283,C_12 C_15 C_24,0-1-4
3284,C_12 C_15 C_25,1-5-1
3285,C_12 C_15 C_26,0-1-4
3286,C_12 C_15 C_27,0-3-1
3287,C_12 C_15 C_28,0-7-4
3288,C_12 C_15 C_29,0-2-4
3289,C_12 C_16 C_17,1-4-1
3290,C_12 C_16 C_18,0-7-0
3291,C_12 C_16 C_19,1-5-0
3292,C_12 C_16 C_20,1-4-3
3293,C_12 C_16 C_21,1-8-4
3294,C_12 C_16 C_22,1-7-1
3295,C_12 C_16 C_23,0-8-4
3296,C_12 C_16 C_24,0-4-4
3297,C_12 C_16 C_25,1-5-1
3298,C_12 C_16 C_26,0-4-4
3299,C_12 C_16 C_27,0-4-1
3300,C_12 C_16 C_28,0-7-4
3301,C_12 C_16 C_29,0-4-4
3302,C_12 C_17 C_18,0-7-3
3303,C_12 C_17 C_19,1-5-3
3304,C_12 C_17 C_20,1-4-1
3305,C_12 C_17 C_21,1-8-2
3306,C_12 C_17 C_22,1-7-4
3307,C_12 C_17 C_23,0-8-2
3308,C_12 C_17 C_24,0-1-2
3309,C_12 C_17 C_25,1-5-4
3310,C_12 C_17 C_26,0-1-2
3311,C_12 C_17 C_27,0-3-4
3312,C_12 C_17 C_28,0-7-2
3313,C_12 C_17 C_29,0-2-2
3314,C_12 C_18 C_19,0-7-2
3315,C_12 C_18 C_20,0-7-0
3316,C_12 C_18 C_21,0-8-1
3317,C_12 C_18 C_22,0-7-3
3318,C_12 C_18 C_23,1-8-1
3319,C_12 C_18 C_24,1-7-1
3320,C_12 C_18 C_25,0-7-3
3321,C_12 C_18 C_26,1-7-1
3322,C_12 C_18 C_27,1-7-3
3323,C_12 C_18 C_28,1-7-1
3324,C_12 C_18 C_29,1-7-1
3325,C_12 C_19 C_20,1-5-0
3326,C_12 C_19 C_21,1-8-1
3327,C_12 C_19 C_22,1-7-3
3328,C_12 C_19 C_23,0-8-1
3329,C_12 C_19 C_24,0-5-1
3330,C_12 C_19 C_25,1-5-3
3331,C_12 C_19 C_26,0-5-1
3332,C_12 C_19 C_27,0-5-3
3333,C_12 C_19 C_28,0-7-1
3334,C_12 C_19 C_29,0-5-1
3335,C_12 C_20 C_21,1-8-4
3336,C_12 C_20 C_22,1-7-1
3337,C_12 C_20 C_23,0-8-4
3338,C_12 C_20 C_24,0-4-4
3339,C_12 C_20 C_25,1-5-1
3340,C_12 C_20 C_26,0-4-4
3341,C_12 C_20 C_27,0-4-1
3342,C_12 C_20 C_28,0-7-4
3343,C_12 C_20 C_29,0-4-4
3344,C_12 C_21 C_22,1-8-2
3345,C_12 C_21 C_23,0-8-0
3346,C_12 C_21 C_24,0-8-0
3347,C_12 C_21 C_25,1-8-2
3348,C_12 C_21 C_26,0-8-0
3349,C_12 C_21 C_27,0-8-2
3350,C_12 C_21 C_28,0-8-0
3351,C_12 C_21 C_29,0-8-0
3352,C_12 C_22 C_23,0-8-2
3353,C_12 C_22 C_24,0-7-2
3354,C_12 C_22 C_25,1-7-4
3355,C_12 C_22 C_26,0-7-2
3356,C_12 C_22 C_27,0-7-4
3357,C_12 C_22 C_28,0-7-2
3358,C_12 C_22 C_29,0-7-2
3359,C_12 C_23 C_24,1-8-0
3360,C_12 C_23 C_25,0-8-2
3361,C_12 C_23 C_26,1-8-0
3362,C_12 C_23 C_27,1-8-2
3363,C_12 C_23 C_28,1-8-0
3364,C_12 C_23 C_29,1-8-0
3365,C_12 C_24 C_25,0-5-2
3366,C_12 C_24 C_26,1-1-0
3367,C_12 C_24 C_27,1-3-2
3368,C_12 C_24 C_28,1-7-0
3369,C_12 C_24 C_29,1-2-0
3370,C_12 C_25 C_26,0-5-2
3371,C_12 C_25 C_27,0-5-4
3372,C_12 C_25 C_28,0-7-2
3373,C_12 C_25 C_29,0-5-2
3374,C_12 C_26 C_27,1-3-2
3375,C_12 C_26 C_28,1-7-0
3376,C_12 C_26 C_29,1-2-0
3377,C_12 C_27 C_28,1-7-2
3378,C_12 C_27 C_29,1-3-2
3379,C_12 C_28 C_29,1-7-0
3380,C_13 C_14 C_15,1-9-2
3381,C_13 C_14 C_16,1-9-2
3382,C_13 C_14 C_17,1-9-0
3383,C_13 C_14 C_18,0-9-4
3384,C_13 C_14 C_19,1-9-4
3385,C_13 C_14 C_20,1-9-2
3386,C_13 C_14 C_21,1-9-3
3387,C_13 C_14 C_22,1-9-0
3388,C_13 C_14 C_23,0-9-3
3389,C_13 C_14 C_24,0-9-3
3390,C_13 C_14 C_25,1-9-0
3391,C_13 C_14 C_26,0-9-3
3392,C_13 C_14 C_27,0-9-0
3393,C_13 C_14 C_28,0-9-3
3394,C_13 C_14 C_29,0-9-3
3395,C_13 C_15 C_16,0-6-0
3396,C_13 C_15 C_17,0-6-3
3397,C_13 C_15 C_18,1-7-2
3398,C_13 C_15 C_19,0-6-2
3399,C_13 C_15 C_20,0-6-0
3400,C_13 C_15 C_21,0-8-1
3401,C_13 C_15 C_22,0-7-3
3402,C_13 C_15 C_23,1-8-1
3403,C_13 C_15 C_24,1-6-1
3404,C_13 C_15 C_25,0-6-3
3405,C_13 C_15 C_26,1-6-1
3406,C_13 C_15 C_27,1-6-3
3407,C_13 C_15 C_28,1-7-1
3408,C_13 C_15 C_29,1-6-1
3409,C_13 C_16 C_17,0-6-3
3410,C_13 C_16 C_18,1-7-2
3411,C_13 C_16 C_19,0-6-2
3412,C_13 C_16 C_20,0-6-0
3413,C_13 C_16 C_21,0-8-1
3414,C_13 C_16 C_22,0-7-3
3415,C_13 C_16 C_23,1-8-1
3416,C_13 C_16 C_24,1-6-1
3417,C_13 C_16 C_25,0-6-3
3418,C_13 C_16 C_26,1-6-1
3419,C_13 C_16 C_27,1-6-3
3420,C_13 C_16 C_28,1-7-1
3421,C_13 C_16 C_29,1-6-1
3422,C_13 C_17 C_18,1-7-0
3423,C_13 C_17 C_19,0-6-0
3424,C_13 C_17 C_20,0-6-3
3425,C_13 C_17 C_21,0-8-4
3426,C_13 C_17 C_22,0-7-1
3427,C_13 C_17 C_23,1-8-4
3428,C_13 C_17 C_24,1-6-4
3429,C_13 C_17 C_25,0-6-1
3430,C_13 C_17 C_26,1-6-4
3431,C_13 C_17 C_27,1-6-1
3432,C_13 C_17 C_28,1-7-4
3433,C_13 C_17 C_29,1-6-4
3434,C_13 C_18 C_19,1-7-4
3435,C_13 C_18 C_20,1-7-2
3436,C_13 C_18 C_21,1-8-3
3437,C_13 C_18 C_22,1-7-0
3438,C_13 C_18 C_23,0-8-3
3439,C_13 C_18 C_24,0-7-3
3440,C_13 C_18 C_25,1-7-0
3441,C_13 C_18 C_26,0-7-3
3442,C_13 C_18 C_27,0-7-0
3443,C_13 C_18 C_28,0-7-3
3444,C_13 C_18 C_29,0-7-3
3445,C_13 C_19 C_20,0-6-2
3446,C_13 C_19 C_21,0-8-3
3447,C_13 C_19 C_22,0-7-0
3448,C_13 C_19 C_23,1-8-3
3449,C_13 C_19 C_24,1-6-3
3450,C_13 C_19 C_25,0-6-0
3451,C_13 C_19 C_26,1-6-3
3452,C_13 C_19 C_27,1-6-0
3453,C_13 C_19 C_28,1-7-3
3454,C_13 C_19 C_29,1-6-3
3455,C_13 C_20 C_21,0-8-1
3456,C_13 C_20 C_22,0-7-3
3457,C_13 C_20 C_23,1-8-1
3458,C_13 C_20 C_24,1-6-1
3459,C_13 C_20 C_25,0-6-3
3460,C_13 C_20 C_26,1-6-1
3461,C_13 C_20 C_27,1-6-3
3462,C_13 C_20 C_28,1-7-1
3463,C_13 C_20 C_29,1-6-1
3464,C_13 C_21 C_22,0-8-4
3465,C_13 C_21 C_23,1-8-2
3466,C_13 C_21 C_24,1-8-2
3467,C_13 C_21 C_25,0-8-4
3468,C_13 C_21 C_26,1-8-2
3469,C_13 C_21 C_27,1-8-4
3470,C_13 C_21 C_28,1-8-2
3471,C_13 C_21 C_29,1-8-2
3472,C_13 C_22 C_23,1-8-4
3473,C_13 C_22 C_24,1-7-4
3474,C_13 C_22 C_25,0-7-1
3475,C_13 C_22 C_26,1-7-4
3476,C_13 C_22 C_27,1-7-1
3477,C_13 C_22 C_28,1-7-4
3478,C_13 C_22 C_29,1-7-4
3479,C_13 C_23 C_24,0-8-2
3480,C_13 C_23 C_25,1-8-4
3481,C_13 C_23 C_26,0-8-2
3482,C_13 C_23 C_27,0-8-4
3483,C_13 C_23 C_28,0-8-2
3484,C_13 C_23 C_29,0-8-2
3485,C_13 C_24 C_25,1-6-4
3486,C_13 C_24 C_26,0-6-2
3487,C_13 C_24 C_27,0-6-4
3488,C_13 C_24 C_28,0-7-2
3489,C_13 C_24 C_29,0-6-2
3490,C_13 C_25 C_26,1-6-4
3491,C_13 C_25 C_27,1-6-1
3492,C_13 C_25 C_28,1-7-4
3493,C_13 C_25 C_29,1-6-4
3494,C_13 C_26 C_27,0-6-4
3495,C_13 C_26 C_28,0-7-2
3496,C_13 C_26 C_29,0-6-2
3497,C_13 C_27 C_28,0-7-4
3498,C_13 C_27 C_29,0-6-4
3499,C_13 C_28 C_29,0-7-2
3500,C_14 C_15 C_16,1-9-2
3501,C_14 C_15 C_17,1-9-0
3502,C_14 C_15 C_18,0-9-4
3503,C_14 C_15 C_19,1-9-4
3504,C_14 C_15 C_20,1-9-2
3505,C_14 C_15 C_21,1-9-3
3506,C_14 C_15 C_22,1-9-0
3507,C_14 C_15 C_23,0-9-3
3508,C_14 C_15 C_24,0-9-3
3509,C_14 C_15 C_25,1-9-0
3510,C_14 C_15 C_26,0-9-3
3511,C_14 C_15 C_27,0-9-0
3512,C_14 C_15 C_28,0-9-3
3513,C_14 C_15 C_29,0-9-3
3514,C_14 C_16 C_17,1-9-0
3515,C_14 C_16 C_18,0-9-4
3516,C_14 C_16 C_19,1-9-4
3517,C_14 C_16 C_20,1-9-2
3518,C_14 C_16 C_21,1-9-3
3519,C_14 C_16 C_22,1-9-0
3520,C_14 C_16 C_23,0-9-3
3521,C_14 C_16 C_24,0-9-3
3522,C_14 C_16 C_25,1-9-0
3523,C_14 C_16 C_26,0-9-3
3524,C_14 C_16 C_27,0-9-0
3525,C_14 C_16 C_28,0-9-3
3526,C_14 C_16 C_29,0-9-3
3527,C_14 C_17 C_18,0-9-2
3528,C_14 C_17 C_19,1-9-2
3529,C_14 C_17 C_20,1-9-0
3530,C_14 C_17 C_21,1-9-1
3531,C_14 C_17 C_22,1-9-3
3532,C_14 C_17 C_23,0-9-1
3533,C_14 C_17 C_24,0-9-1
3534,C_14 C_17 C_25,1-9-3
3535,C_14 C_17 C_26,0-9-1
3536,C_14 C_17 C_27,0-9-3
3537,C_14 C_17 C_28,0-9-1
3538,C_14 C_17 C_29,0-9-1
3539,C_14 C_18 C_19,0-9-1
3540,C_14 C_18 C_20,0-9-4
3541,C_14 C_18 C_21,0-9-0
3542,C_14 C_18 C_22,0-9-2
3543,C_14 C_18 C_23,1-9-0
3544,C_14 C_18 C_24,1-9-0
3545,C_14 C_18 C_25,0-9-2
3546,C_14 C_18 C_26,1-9-0
3547,C_14 C_18 C_27,1-9-2
3548,C_14 C_18 C_28,1-9-0
3549,C_14 C_18 C_29,1-9-0
3550,C_14 C_19 C_20,1-9-4
3551,C_14 C_19 C_21,1-9-0
3552,C_14 C_19 C_22,1-9-2
3553,C_14 C_19 C_23,0-9-0
3554,C_14 C_19 C_24,0-9-0
3555,C_14 C_19 C_25,1-9-2
3556,C_14 C_19 C_26,0-9-0
3557,C_14 C_19 C_27,0-9-2
3558,C_14 C_19 C_28,0-9-0
3559,C_14 C_19 C_29,0-9-0
3560,C_14 C_20 C_21,1-9-3
3561,C_14 C_20 C_22,1-9-0
3562,C_14 C_20 C_23,0-9-3
3563,C_14 C_20 C_24,0-9-3
3564,C_14 C_20 C_25,1-9-0
3565,C_14 C_20 C_26,0-9-3
3566,C_14 C_20 C_27,0-9-0
3567,C_14 C_20 C_28,0-9-3
3568,C_14 C_20 C_29,0-9-3
3569,C_14 C_21 C_22,1-9-1
3570,C_14 C_21 C_23,0-9-4
3571,C_14 C_21 C_24,0-9-4
3572,C_14 C_21 C_25,1-9-1
3573,C_14 C_21 C_26,0-9-4
3574,C_14 C_21 C_27,0-9-1
3575,C_14 C_21 C_28,0-9-4
3576,C_14 C_21 C_29,0-9-4
3577,C_14 C_22 C_23,0-9-1
3578,C_14 C_22 C_24,0-9-1
3579,C_14 C_22 C_25,1-9-3
3580,C_14 C_22 C_26,0-9-1
3581,C_14 C_22 C_27,0-9-3
3582,C_14 C_22 C_28,0-9-1
3583,C_14 C_22 C_29,0-9-1
3584,C_14 C_23 C_24,1-9-4
3585,C_14 C_23 C_25,0-9-1
3586,C_14 C_23 C_26,1-9-4
3587,C_14 C_23 C_27,1-9-1
3588,C_14 C_23 C_28,1-9-4
3589,C_14 C_23 C_29,1-9-4
3590,C_14 C_24 C_25,0-9-1
3591,C_14 C_24 C_26,1-9-4
3592,C_14 C_24 C_27,1-9-1
3593,C_14 C_24 C_28,1-9-4
3594,C_14 C_24 C_29,1-9-4
3595,C_14 C_25 C_26,0-9-1
3596,C_14 C_25 C_27,0-9-3
3597,C_14 C_25 C_28,0-9-1
3598,C_14 C_25 C_29,0-9-1
3599,C_14 C_26 C_27,1-9-1
3600,C_14 C_26 C_28,1-9-4
3601,C_14 C_26 C_29,1-9-4
3602,C_14 C_27 C_28,1-9-1
3603,C_14 C_27 C_29,1-9-1
3604,C_14 C_28 C_29,1-9-4
3605,C_15 C_16 C_17,0-4-3
3606,C_15 C_16 C_18,1-7-2
3607,C_15 C_16 C_19,0-5-2
3608,C_15 C_16 C_20,0-4-0
3609,C_15 C_16 C_21,0-8-1
3610,C_15 C_16 C_22,0-7-3
3611,C_15 C_16 C_23,1-8-1
3612,C_15 C_16 C_24,1-4-1
3613,C_15 C_16 C_25,0-5-3
3614,C_15 C_16 C_26,1-4-1
3615,C_15 C_16 C_27,1-4-3
3616,C_15 C_16 C_28,1-7-1
3617,C_15 C_16 C_29,1-4-1
3618,C_15 C_17 C_18,1-7-0
3619,C_15 C_17 C_19,0-5-0
3620,C_15 C_17 C_20,0-4-3
3621,C_15 C_17 C_21,0-8-4
3622,C_15 C_17 C_22,0-7-1
3623,C_15 C_17 C_23,1-8-4
3624,C_15 C_17 C_24,1-1-4
3625,C_15 C_17 C_25,0-5-1
3626,C_15 C_17 C_26,1-1-4
3627,C_15 C_17 C_27,1-3-1
3628,C_15 C_17 C_28,1-7-4
3629,C_15 C_17 C_29,1-2-4
3630,C_15 C_18 C_19,1-7-4
3631,C_15 C_18 C_20,1-7-2
3632,C_15 C_18 C_21,1-8-3
3633,C_15 C_18 C_22,1-7-0
3634,C_15 C_18 C_23,0-8-3
3635,C_15 C_18 C_24,0-7-3
3636,C_15 C_18 C_25,1-7-0
3637,C_15 C_18 C_26,0-7-3
3638,C_15 C_18 C_27,0-7-0
3639,C_15 C_18 C_28,0-7-3
3640,C_15 C_18 C_29,0-7-3
3641,C_15 C_19 C_20,0-5-2
3642,C_15 C_19 C_21,0-8-3
3643,C_15 C_19 C_22,0-7-0
3644,C_15 C_19 C_23,1-8-3
3645,C_15 C_19 C_24,1-5-3
3646,C_15 C_19 C_25,0-5-0
3647,C_15 C_19 C_26,1-5-3
3648,C_15 C_19 C_27,1-5-0
3649,C_15 C_19 C_28,1-7-3
3650,C_15 C_19 C_29,1-5-3
3651,C_15 C_20 C_21,0-8-1
3652,C_15 C_20 C_22,0-7-3
3653,C_15 C_20 C_23,1-8-1
3654,C_15 C_20 C_24,1-4-1
3655,C_15 C_20 C_25,0-5-3
3656,C_15 C_20 C_26,1-4-1
3657,C_15 C_20 C_27,1-4-3
3658,C_15 C_20 C_28,1-7-1
3659,C_15 C_20 C_29,1-4-1
3660,C_15 C_21 C_22,0-8-4
3661,C_15 C_21 C_23,1-8-2
3662,C_15 C_21 C_24,1-8-2
3663,C_15 C_21 C_25,0-8-4
3664,C_15 C_21 C_26,1-8-2
3665,C_15 C_21 C_27,1-8-4
3666,C_15 C_21 C_28,1-8-2
3667,C_15 C_21 C_29,1-8-2
3668,C_15 C_22 C_23,1-8-4
3669,C_15 C_22 C_24,1-7-4
3670,C_15 C_22 C_25,0-7-1
3671,C_15 C_22 C_26,1-7-4
3672,C_15 C_22 C_27,1-7-1
3673,C_15 C_22 C_28,1-7-4
3674,C_15 C_22 C_29,1-7-4
3675,C_15 C_23 C_24,0-8-2
3676,C_15 C_23 C_25,1-8-4
3677,C_15 C_23 C_26,0-8-2
3678,C_15 C_23 C_27,0-8-4
3679,C_15 C_23 C_28,0-8-2
3680,C_15 C_23 C_29,0-8-2
3681,C_15 C_24 C_25,1-5-4
3682,C_15 C_24 C_26,0-1-2
3683,C_15 C_24 C_27,0-3-4
3684,C_15 C_24 C_28,0-7-2
3685,C_15 C_24 C_29,0-2-2
3686,C_15 C_25 C_26,1-5-4
3687,C_15 C_25 C_27,1-5-1
3688,C_15 C_25 C_28,1-7-4
3689,C_15 C_25 C_29,1-5-4
3690,C_15 C_26 C_27,0-3-4
3691,C_15 C_26 C_28,0-7-2
3692,C_15 C_26 C_29,0-2-2
3693,C_15 C_27 C_28,0-7-4
3694,C_15 C_27 C_29,0-3-4
3695,C_15 C_28 C_29,0-7-2
3696,C_16 C_17 C_18,1-7-0
3697,C_16 C_17 C_19,0-5-0
3698,C_16 C_17 C_20,0-4-3
3699,C_16 C_17 C_21,0-8-4
3700,C_16 C_17 C_22,0-7-1
3701,C_16 C_17 C_23,1-8-4
3702,C_16 C_17 C_24,1-4-4
3703,C_16 C_17 C_25,0-5-1
3704,C_16 C_17 C_26,1-4-4
3705,C_16 C_17 C_27,1-4-1
3706,C_16 C_17 C_28,1-7-4
3707,C_16 C_17 C_29,1-4-4
3708,C_16 C_18 C_19,1-7-4
3709,C_16 C_18 C_20,1-7-2
3710,C_16 C_18 C_21,1-8-3
3711,C_16 C_18 C_22,1-7-0
3712,C_16 C_18 C_23,0-8-3
3713,C_16 C_18 C_24,0-7-3
3714,C_16 C_18 C_25,1-7-0
3715,C_16 C_18 C_26,0-7-3
3716,C_16 C_18 C_27,0-7-0
3717,C_16 C_18 C_28,0-7-3
3718,C_16 C_18 C_29,0-7-3
3719,C_16 C_19 C_20,0-5-2
3720,C_16 C_19 C_21,0-8-3
3721,C_16 C_19 C_22,0-7-0
3722,C_16 C_19 C_23,1-8-3
3723,C_16 C_19 C_24,1-5-3
3724,C_16 C_19 C_25,0-5-0
3725,C_16 C_19 C_26,1-5-3
3726,C_16 C_19 C_27,1-5-0
3727,C_16 C_19 C_28,1-7-3
3728,C_16 C_19 C_29,1-5-3
3729,C_16 C_20 C_21,0-8-1
3730,C_16 C_20 C_22,0-7-3
3731,C_16 C_20 C_23,1-8-1
3732,C_16 C_20 C_24,1-4-1
3733,C_16 C_20 C_25,0-5-3
3734,C_16 C_20 C_26,1-4-1
3735,C_16 C_20 C_27,1-4-3
3736,C_16 C_20 C_28,1-7-1
3737,C_16 C_20 C_29,1-4-1
3738,C_16 C_21 C_22,0-8-4
3739,C_16 C_21 C_23,1-8-2
3740,C_16 C_21 C_24,1-8-2
3741,C_16 C_21 C_25,0-8-4
3742,C_16 C_21 C_26,1-8-2
3743,C_16 C_21 C_27,1-8-4
3744,C_16 C_21 C_28,1-8-2
3745,C_16 C_21 C_29,1-8-2
3746,C_16 C_22 C_23,1-8-4
3747,C_16 C_22 C_24,1-7-4
3748,C_16 C_22 C_25,0-7-1
3749,C_16 C_22 C_26,1-7-4
3750,C_16 C_22 C_27,1-7-1
3751,C_16 C_22 C_28,1-7-4
3752,C_16 C_22 C_29,1-7-4
3753,C_16 C_23 C_24,0-8-2
3754,C_16 C_23 C_25,1-8-4
3755,C_16 C_23 C_26,0-8-2
3756,C_16 C_23 C_27,0-8-4
3757,C_16 C_23 C_28,0-8-2
3758,C_16 C_23 C_29,0-8-2
3759,C_16 C_24 C_25,1-5-4
3760,C_16 C_24 C_26,0-4-2
3761,C_16 C_24 C_27,0-4-4
3762,C_16 C_24 C_28,0-7-2
3763,C_16 C_24 C_29,0-4-2
3764,C_16 C_25 C_26,1-5-4
3765,C_16 C_25 C_27,1-5-1
3766,C_16 C_25 C_28,1-7-4
3767,C_16 C_25 C_29,1-5-4
3768,C_16 C_26 C_27,0-4-4
3769,C_16 C_26 C_28,0-7-2
3770,C_16 C_26 C_29,0-4-2
3771,C_16 C_27 C_28,0-7-4
3772,C_16 C_27 C_29,0-4-4
3773,C_16 C_28 C_29,0-7-2
3774,C_17 C_18 C_19,1-7-2
3775,C_17 C_18 C_20,1-7-0
3776,C_17 C_18 C_21,1-8-1
3777,C_17 C_18 C_22,1-7-3
3778,C_17 C_18 C_23,0-8-1
3779,C_17 C_18 C_24,0-7-1
3780,C_17 C_18 C_25,1-7-3
3781,C_17 C_18 C_26,0-7-1
3782,C_17 C_18 C_27,0-7-3
3783,C_17 C_18 C_28,0-7-1
3784,C_17 C_18 C_29,0-7-1
3785,C_17 C_19 C_20,0-5-0
3786,C_17 C_19 C_21,0-8-1
3787,C_17 C_19 C_22,0-7-3
3788,C_17 C_19 C_23,1-8-1
3789,C_17 C_19 C_24,1-5-1
3790,C_17 C_19 C_25,0-5-3
3791,C_17 C_19 C_26,1-5-1
3792,C_17 C_19 C_27,1-5-3
3793,C_17 C_19 C_28,1-7-1
3794,C_17 C_19 C_29,1-5-1
3795,C_17 C_20 C_21,0-8-4
3796,C_17 C_20 C_22,0-7-1
3797,C_17 C_20 C_23,1-8-4
3798,C_17 C_20 C_24,1-4-4
3799,C_17 C_20 C_25,0-5-1
3800,C_17 C_20 C_26,1-4-4
3801,C_17 C_20 C_27,1-4-1
3802,C_17 C_20 C_28,1-7-4
3803,C_17 C_20 C_29,1-4-4
3804,C_17 C_21 C_22,0-8-2
3805,C_17 C_21 C_23,1-8-0
3806,C_17 C_21 C_24,1-8-0
3807,C_17 C_21 C_25,0-8-2
3808,C_17 C_21 C_26,1-8-0
3809,C_17 C_21 C_27,1-8-2
3810,C_17 C_21 C_28,1-8-0
3811,C_17 C_21 C_29,1-8-0
3812,C_17 C_22 C_23,1-8-2
3813,C_17 C_22 C_24,1-7-2
3814,C_17 C_22 C_25,0-7-4
3815,C_17 C_22 C_26,1-7-2
3816,C_17 C_22 C_27,1-7-4
3817,C_17 C_22 C_28,1-7-2
3818,C_17 C_22 C_29,1-7-2
3819,C_17 C_23 C_24,0-8-0
3820,C_17 C_23 C_25,1-8-2
3821,C_17 C_23 C_26,0-8-0
3822,C_17 C_23 C_27,0-8-2
3823,C_17 C_23 C_28,0-8-0
3824,C_17 C_23 C_29,0-8-0
3825,C_17 C_24 C_25,1-5-2
3826,C_17 C_24 C_26,0-1-0
3827,C_17 C_24 C_27,0-3-2
3828,C_17 C_24 C_28,0-7-0
3829,C_17 C_24 C_29,0-2-0
3830,C_17 C_25 C_26,1-5-2
3831,C_17 C_25 C_27,1-5-4
3832,C_17 C_25 C_28,1-7-2
3833,C_17 C_25 C_29,1-5-2
3834,C_17 C_26 C_27,0-3-2
3835,C_17 C_26 C_28,0-7-0
3836,C_17 C_26 C_29,0-2-0
3837,C_17 C_27 C_28,0-7-2
3838,C_17 C_27 C_29,0-3-2
3839,C_17 C_28 C_29,0-7-0
3840,C_18 C_19 C_20,1-7-4
3841,C_18 C_19 C_21,1-8-0
3842,C_18 C_19 C_22,1-7-2
